log_text,label
- 1120259740 2005.07.01 R25-M0-N2-C:J11-U01 2005-07-01-16.15.40.411772 R25-M0-N2-C:J11-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
- 1117979342 2005.06.05 R06-M1-N0-C:J15-U01 2005-06-05-06.49.02.503201 R06-M1-N0-C:J15-U01 RAS KERNEL INFO generating core.16228,normal
KERNSTOR 1118765370 2005.06.14 R01-M1-N6-C:J06-U11 2005-06-14-09.09.30.712628 R01-M1-N6-C:J06-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1119807360 2005.06.26 R02-M0-NE-C:J15-U01 2005-06-26-10.36.00.996941 R02-M0-NE-C:J15-U01 RAS KERNEL INFO floating point operation....................0,normal
"- 1127243354 2005.09.20 NULL 2005-09-20-12.09.14.469098 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
"- 1125117763 2005.08.26 R32-M1-N9-C:J16-U11 2005-08-26-21.42.43.314997 R32-M1-N9-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 4",normal
KERNDTLB 1118554344 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.32.24.620434 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121901398 2005.07.20 R34-M1-NC-C:J09-U11 2005-07-20-16.16.38.436944 R34-M1-NC-C:J09-U11 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1118772434 2005.06.14 R27-M1-N7-C:J15-U01 2005-06-14-11.07.14.863623 R27-M1-N7-C:J15-U01 RAS KERNEL FATAL 12:28244842 13:1eeeeeee 14:ffffffff 15:0003da21,normal
KERNDTLB 1118543978 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.39.38.090405 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1125084464 2005.08.26 R61-M0-NB-C:J05-U01 2005-08-26-12.27.44.105669 R61-M0-NB-C:J05-U01 RAS KERNEL INFO 1524480 double-hummer alignment exceptions,normal
- 1118079520 2005.06.06 R02-M1-N0-C:J12-U11 2005-06-06-10.38.40.830175 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
KERNTERM 1130529601 2005.10.28 R63-M1-N8-C:J05-U01 2005-10-28-13.00.01.120659 R63-M1-N8-C:J05-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004,anomaly
"APPSEV 1133622120 2005.12.03 R12-M0-N8-I:J18-U01 2005-12-03-07.02.00.611041 R12-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:39941, Link has been severed",anomaly
KERNSTOR 1118767953 2005.06.14 R25-M1-N9-C:J07-U01 2005-06-14-09.52.33.934564 R25-M1-N9-C:J07-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1131127222 2005.11.04 R62-M0-ND-C:J05-U11 2005-11-04-10.00.22.426668 R62-M0-ND-C:J05-U11 RAS KERNEL INFO iar 0010671c dear 0245b6fc,normal
KERNDTLB 1118538846 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.14.06.307808 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1124741498 2005.08.22 R70-M1-N0-I:J18-U11 2005-08-22-13.11.38.015492 R70-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,normal
- 1120917481 2005.07.09 R15-M0-N4-C:J08-U01 2005-07-09-06.58.01.289486 R15-M0-N4-C:J08-U01 RAS KERNEL INFO generating core.12902,normal
- 1122577188 2005.07.28 R32-M1-N3-C:J05-U01 2005-07-28-11.59.48.694007 R32-M1-N3-C:J05-U01 RAS KERNEL INFO generating core.14819,normal
"- 1124332207 2005.08.17 R30-M0-N7-C:J09-U01 2005-08-17-19.30.07.247346 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10",normal
KERNDTLB 1118550748 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.32.28.860528 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118354055 2005.06.09 R24-M0-N0-C:J05-U01 2005-06-09-14.54.15.966678 R24-M0-N0-C:J05-U01 RAS KERNEL INFO generating core.3959,normal
APPCHILD 1119319454 2005.06.20 R01-M1-N8-I:J18-U11 2005-06-20-19.04.14.349402 R01-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,anomaly
- 1121172959 2005.07.12 R11-M0-N3-C:J15-U11 2005-07-12-05.55.59.687355 R11-M0-N3-C:J15-U11 RAS KERNEL INFO generating core.5432,normal
"- 1133457712 2005.12.01 R00-M0-NB-C:J12-U11 2005-12-01-09.21.52.851295 R00-M0-NB-C:J12-U11 RAS KERNEL INFO 710 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1120917450 2005.07.09 R16-M1-NF-C:J06-U01 2005-07-09-06.57.30.561512 R16-M1-NF-C:J06-U01 RAS KERNEL INFO generating core.8578,normal
KERNDTLB 1118535993 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.26.33.946451 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118769839 2005.06.14 R26-M1-N4-C:J16-U01 2005-06-14-10.23.59.712655 R26-M1-N4-C:J16-U01 RAS KERNEL FATAL program interrupt: trap instruction.........0,normal
- 1121256794 2005.07.13 R22-M0-N9-C:J17-U01 2005-07-13-05.13.14.869284 R22-M0-N9-C:J17-U01 RAS KERNEL INFO generating core.64344,normal
"- 1133448279 2005.12.01 R52-M0-N6-C:J09-U11 2005-12-01-06.44.39.628340 R52-M0-N6-C:J09-U11 RAS KERNEL INFO 10724 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",normal
- 1131590797 2005.11.09 R63-M0-N2-C:J17-U11 2005-11-09-18.46.37.251085 R63-M0-N2-C:J17-U11 RAS KERNEL INFO iar 00113890 dear 0fee9d2c,normal
APPSEV 1128641306 2005.10.06 R27-M1-N8-I:J18-U11 2005-10-06-16.28.26.648602 R27-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOGIN_MESSAGE on CioStream socket to 172.16.96.116:39841: Link has been severed,anomaly
KERNDTLB 1118544958 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.55.58.175967 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
APPSEV 1125342869 2005.08.29 R24-M0-N4-I:J18-U01 2005-08-29-12.14.29.143517 R24-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:55483: Link has been severed,anomaly
"KERNTERM 1121127014 2005.07.11 R11-M1-N0-C:J04-U01 2005-07-11-17.10.14.508730 R11-M1-N0-C:J04-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=31836, cpu=16, index=2060390622, total=26910319",anomaly
- 1119725489 2005.06.25 R27-M1-NF-C:J12-U11 2005-06-25-11.51.29.583552 R27-M1-NF-C:J12-U11 RAS KERNEL INFO generating core.8761,normal
- 1131059165 2005.11.03 R66-M1-N8-C:J11-U11 2005-11-03-15.06.05.220613 R66-M1-N8-C:J11-U11 RAS KERNEL INFO 640404 floating point alignment exceptions,normal
- 1118772569 2005.06.14 R21-M0-N4-C:J08-U01 2005-06-14-11.09.29.408794 R21-M0-N4-C:J08-U01 RAS KERNEL FATAL external input interrupt enable...0,normal
- 1121903644 2005.07.20 R36-M0-ND-C:J09-U01 2005-07-20-16.54.04.877696 R36-M0-ND-C:J09-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1131057845 2005.11.03 R61-M1-NB-C:J08-U01 2005-11-03-14.44.05.304342 R61-M1-NB-C:J08-U01 RAS KERNEL INFO 640764 floating point alignment exceptions,normal
- 1120092175 2005.06.29 R35-M0-N8-C:J13-U01 2005-06-29-17.42.55.084422 R35-M0-N8-C:J13-U01 RAS KERNEL INFO generating core.10919,normal
"APPSEV 1136287524 2006.01.03 R27-M0-N0-I:J18-U11 2006-01-03-03.25.24.564280 R27-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:39499, Link has been severed",anomaly
- 1122162243 2005.07.23 R26-M1-N5-C:J13-U01 2005-07-23-16.44.03.145905 R26-M1-N5-C:J13-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
KERNSTOR 1118765556 2005.06.14 R03-M1-N8-C:J02-U11 2005-06-14-09.12.36.265384 R03-M1-N8-C:J02-U11 RAS KERNEL FATAL data storage interrupt,anomaly
KERNDTLB 1118556256 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.04.16.401696 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118558105 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-23.35.05.786738 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1132069413 2005.11.15 R10-M0-NC-I:J18-U11 2005-11-15-07.43.33.438857 R10-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: generated 64 core files for program /bgl/apps/followup/RAPTOR/raptor.rel2,normal
"APPSEV 1134496440 2005.12.13 R57-M0-N0-I:J18-U11 2005-12-13-09.54.00.665971 R57-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:56053, Link has been severed",anomaly
- 1131063446 2005.11.03 R54-M1-NF-C:J15-U01 2005-11-03-16.17.26.998101 R54-M1-NF-C:J15-U01 RAS KERNEL INFO 1915806 floating point alignment exceptions,normal
- 1120263400 2005.07.01 R31-M0-N0-C:J11-U01 2005-07-01-17.16.40.393093 R31-M0-N0-C:J11-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
- 1132069959 2005.11.15 R45-M0-N0-I:J18-U01 2005-11-15-07.52.39.335485 R45-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,normal
KERNDTLB 1118555614 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.53.34.251312 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNSTOR 1118768167 2005.06.14 R17-M0-NC-C:J05-U11 2005-06-14-09.56.07.804172 R17-M0-NC-C:J05-U11 RAS KERNEL FATAL data storage interrupt,anomaly
- 1131058033 2005.11.03 R61-M0-NC-C:J16-U01 2005-11-03-14.47.13.701654 R61-M0-NC-C:J16-U01 RAS KERNEL INFO iar 00106228 dear 0244c21c,normal
- 1122255973 2005.07.24 R20-M0-N2-C:J03-U11 2005-07-24-18.46.13.306629 R20-M0-N2-C:J03-U11 RAS KERNEL INFO generating core.62719,normal
KERNDTLB 1118539166 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.19.26.065188 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121495647 2005.07.15 R34-M0-NA-C:J08-U11 2005-07-15-23.34.07.219215 R34-M0-NA-C:J08-U11 RAS KERNEL INFO generating core.4406,normal
- 1117979130 2005.06.05 R22-M0-NE-C:J12-U01 2005-06-05-06.45.30.526059 R22-M0-NE-C:J12-U01 RAS KERNEL INFO generating core.5,normal
KERNDTLB 1118536023 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.27.03.089913 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118544518 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.48.38.027787 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118772327 2005.06.14 R21-M0-N3-C:J07-U01 2005-06-14-11.05.27.904629 R21-M0-N3-C:J07-U01 RAS KERNEL FATAL critical input interrupt enable...0,normal
- 1133454614 2005.12.01 R17-M0-NC-C:J04-U01 2005-12-01-08.30.14.324710 R17-M0-NC-C:J04-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1120772490 2005.07.07 R05-M1-ND-C:J16-U11 2005-07-07-14.41.30.736946 R05-M1-ND-C:J16-U11 RAS KERNEL INFO generating core.2376,normal
- 1122579829 2005.07.28 R22-M1-N1-C:J09-U01 2005-07-28-12.43.49.476174 R22-M1-N1-C:J09-U01 RAS KERNEL INFO generating core.3562,normal
KERNTERM 1124272151 2005.08.17 R67-M1-NC-C:J16-U01 2005-08-17-02.49.11.550933 R67-M1-NC-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
- 1121314048 2005.07.13 R32-M0-NF-C:J12-U11 2005-07-13-21.07.28.850201 R32-M0-NF-C:J12-U11 RAS KERNEL INFO generating core.16785,normal
- 1131064546 2005.11.03 R36-M1-NB-C:J17-U01 2005-11-03-16.35.46.664510 R36-M1-NB-C:J17-U01 RAS KERNEL INFO 2354412 floating point alignment exceptions,normal
"- 1119448860 2005.06.22 R03-M0-NB-C:J10-U11 2005-06-22-07.01.00.899774 R03-M0-NB-C:J10-U11 RAS KERNEL INFO CE sym 12, at 0x0b786b40, mask 0x01",normal
KERNMNTF 1126010488 2005.09.06 R63-M0-N8-I:J18-U11 2005-09-06-05.41.28.143804 R63-M0-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio825 : point /p/gb1,anomaly
- 1120447642 2005.07.03 R32-M1-N4-C:J04-U01 2005-07-03-20.27.22.673276 R32-M1-N4-C:J04-U01 RAS KERNEL INFO generating core.13767,normal
- 1121597977 2005.07.17 R33-M1-N9-C:J11-U01 2005-07-17-03.59.37.539534 R33-M1-N9-C:J11-U01 RAS KERNEL INFO generating core.24401,normal
KERNDTLB 1118552359 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.59.19.143645 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118538099 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.01.39.228587 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNSTOR 1118768166 2005.06.14 R17-M0-N0-C:J04-U01 2005-06-14-09.56.06.377718 R17-M0-N0-C:J04-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1120776298 2005.07.07 R36-M1-N9-C:J12-U01 2005-07-07-15.44.58.872793 R36-M1-N9-C:J12-U01 RAS KERNEL INFO 638063472 double-hummer alignment exceptions,normal
- 1131141935 2005.11.04 R62-M0-N7-C:J07-U01 2005-11-04-14.05.35.632886 R62-M0-N7-C:J07-U01 RAS KERNEL INFO iar 001007b8 dear 065b4cbc,normal
KERNDTLB 1118549187 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.06.27.609647 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1127579604 2005.09.24 R41-M0-NC-C:J05-U01 2005-09-24-09.33.24.410835 R41-M0-NC-C:J05-U01 RAS KERNEL INFO CE sym 22, at 0x041ebe00, mask 0x08",normal
"- 1123110899 2005.08.03 NULL 2005-08-03-16.14.59.417992 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
- 1120209772 2005.07.01 R07-M1-N6-C:J15-U11 2005-07-01-02.22.52.488966 R07-M1-N6-C:J15-U11 RAS KERNEL INFO generating core.1148,normal
KERNDTLB 1118536378 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.32.58.481311 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118550206 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.23.26.509815 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
KERNDTLB 1118547092 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-20.31.32.156870 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1118768245 2005.06.14 R24-M1-N5-C:J07-U11 2005-06-14-09.57.25.212871 R24-M1-N5-C:J07-U11 RAS KERNEL FATAL exception syndrome register: 0x00800000,normal
- 1118911789 2005.06.16 R04-M1-NB-C:J13-U11 2005-06-16-01.49.49.014744 R04-M1-NB-C:J13-U11 RAS KERNEL INFO generating core.15449,normal
KERNDTLB 1118553263 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.14.23.873336 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"- 1130625964 2005.10.29 R25-M1-N3-C:J12-U11 2005-10-29-15.46.04.395839 R25-M1-N3-C:J12-U11 RAS KERNEL INFO CE sym 33, at 0x1ab3c520, mask 0x02",normal
- 1131061882 2005.11.03 R65-M1-N1-C:J04-U11 2005-11-03-15.51.22.893476 R65-M1-N1-C:J04-U11 RAS KERNEL INFO iar 00106568 dear 045e143c,normal
- 1120262365 2005.07.01 R21-M1-N4-C:J09-U01 2005-07-01-16.59.25.811349 R21-M1-N4-C:J09-U01 RAS KERNEL INFO 1146800 double-hummer alignment exceptions,normal
KERNDTLB 1118536137 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.28.57.124056 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1121256384 2005.07.13 R26-M1-N6-C:J15-U11 2005-07-13-05.06.24.463773 R26-M1-N6-C:J15-U11 RAS KERNEL INFO generating core.34556,normal
"APPSEV 1133059906 2005.11.26 R36-M0-N8-I:J18-U01 2005-11-26-18.51.46.407365 R36-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52484, Link has been severed",anomaly
- 1120935451 2005.07.09 R35-M1-N8-C:J08-U01 2005-07-09-11.57.31.601239 R35-M1-N8-C:J08-U01 RAS KERNEL INFO generating core.22806,normal
"- 1127851428 2005.09.27 R32-M1-N7-C:J11-U01 2005-09-27-13.03.48.319243 R32-M1-N7-C:J11-U01 RAS KERNEL INFO CE sym 10, at 0x0249e060, mask 0x04",normal
- 1131720307 2005.11.11 R20-M1-N8-C:J09-U11 2005-11-11-06.45.07.579657 R20-M1-N8-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 302 out of 1024 #ofDirtyDblWord: 879 out of 4096,normal
KERNMNTF 1125552686 2005.08.31 R27-M1-N8-I:J18-U11 2005-08-31-22.31.26.801910 R27-M1-N8-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio381 : point /p/gb1,anomaly
KERNRTSP 1124127934 2005.08.15 R77-M1-N2-C:J02-U01 2005-08-15-10.45.34.358748 R77-M1-N2-C:J02-U01 RAS KERNEL FATAL rts panic! - stopping execution,anomaly
KERNSTOR 1118765156 2005.06.14 R15-M1-NE-C:J03-U01 2005-06-14-09.05.56.175056 R15-M1-NE-C:J03-U01 RAS KERNEL FATAL data storage interrupt,anomaly
- 1118772284 2005.06.14 R26-M0-NE-C:J03-U11 2005-06-14-11.04.44.401709 R26-M0-NE-C:J03-U11 RAS KERNEL FATAL 4:000008ce 5:ffffffff 6:00000038 7:00086590,normal
- 1122580127 2005.07.28 R35-M0-N1-C:J17-U11 2005-07-28-12.48.47.636688 R35-M0-N1-C:J17-U11 RAS KERNEL INFO generating core.7408,normal
- 1135655005 2005.12.26 R37-M1-NC-C:J02-U11 2005-12-26-19.43.25.292064 R37-M1-NC-C:J02-U11 RAS KERNEL INFO instruction cache parity error corrected,normal
- 1122139633 2005.07.23 R00-M0-N8-C:J08-U01 2005-07-23-10.27.13.775876 R00-M0-N8-C:J08-U01 RAS KERNEL INFO 15 floating point alignment exceptions,normal
- 1133455501 2005.12.01 R44-M1-N4-C:J12-U01 2005-12-01-08.45.01.041312 R44-M1-N4-C:J12-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1133455291 2005.12.01 R62-M1-N5-C:J03-U01 2005-12-01-08.41.31.720406 R62-M1-N5-C:J03-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1125223077 2005.08.28 R41-M1-N3-C:J15-U01 2005-08-28-02.57.57.163645 R41-M1-N3-C:J15-U01 RAS KERNEL INFO iar 00149ee0 dear 0099f998,normal
- 1118771411 2005.06.14 R25-M0-N0-C:J05-U11 2005-06-14-10.50.11.730820 R25-M0-N0-C:J05-U11 RAS KERNEL FATAL byte ordering exception.....................0,normal
"- 1121181862 2005.07.12 R05-M1-NC-C:J03-U01 2005-07-12-08.24.22.273691 R05-M1-NC-C:J03-U01 RAS KERNEL INFO CE sym 20, at 0x0f6f83e0, mask 0x04",normal
KERNTERM 1124174506 2005.08.15 R64-M0-N8-C:J12-U01 2005-08-15-23.41.46.479636 R64-M0-N8-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004,anomaly
KERNDTLB 1118552116 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.55.16.506892 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1122165597 2005.07.23 R13-M0-N8-C:J06-U01 2005-07-23-17.39.57.828003 R13-M0-N8-C:J06-U01 RAS KERNEL INFO 5 floating point alignment exceptions,normal
- 1122143291 2005.07.23 R11-M0-N0-C:J02-U01 2005-07-23-11.28.11.061964 R11-M0-N0-C:J02-U01 RAS KERNEL INFO generating core.14119,normal
APPREAD 1118958907 2005.06.16 R11-M1-NC-I:J18-U11 2005-06-16-14.55.07.231629 R11-M1-NC-I:J18-U11 RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51343,anomaly
- 1121137675 2005.07.11 R35-M0-N9-C:J12-U01 2005-07-11-20.07.55.576086 R35-M0-N9-C:J12-U01 RAS KERNEL FATAL 2,normal
KERNTERM 1124272160 2005.08.17 R64-M0-NC-C:J12-U01 2005-08-17-02.49.20.652216 R64-M0-NC-C:J12-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1001,anomaly
- 1121495320 2005.07.15 R20-M1-N2-C:J08-U01 2005-07-15-23.28.40.059439 R20-M1-N2-C:J08-U01 RAS KERNEL INFO generating core.4254,normal
- 1121313842 2005.07.13 R36-M1-N3-C:J08-U11 2005-07-13-21.04.02.392190 R36-M1-N3-C:J08-U11 RAS KERNEL INFO generating core.14674,normal
- 1121311846 2005.07.13 R31-M1-N5-C:J17-U01 2005-07-13-20.30.46.724612 R31-M1-N5-C:J17-U01 RAS KERNEL INFO generating core.25696,normal
- 1121902408 2005.07.20 R26-M1-N2-C:J08-U01 2005-07-20-16.33.28.151432 R26-M1-N2-C:J08-U01 RAS KERNEL INFO 8 floating point alignment exceptions,normal
- 1133455517 2005.12.01 R24-M1-NC-C:J15-U01 2005-12-01-08.45.17.006936 R24-M1-NC-C:J15-U01 RAS KERNEL INFO 0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,normal
- 1130613612 2005.10.29 R60-M1-N0-I:J18-U11 2005-10-29-12.20.12.553326 R60-M1-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(RUNS/3Bvn_fmm/rs0000) failed: No such file or directory,normal
KERNDTLB 1118555474 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-22.51.14.411919 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1131057855 2005.11.03 R61-M1-N1-C:J13-U01 2005-11-03-14.44.15.645153 R61-M1-N1-C:J13-U01 RAS KERNEL INFO 640404 floating point alignment exceptions,normal
"- 1127964720 2005.09.28 R32-M1-N7-C:J11-U01 2005-09-28-20.32.00.436007 R32-M1-N7-C:J11-U01 RAS KERNEL INFO CE sym 10, at 0x0249e060, mask 0x04",normal
KERNDTLB 1118541709 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.01.49.557254 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1120932800 2005.07.09 R26-M1-N6-C:J10-U11 2005-07-09-11.13.20.685653 R26-M1-N6-C:J10-U11 RAS KERNEL INFO generating core.1725,normal
KERNSTOR 1118709825 2005.06.13 R03-M1-NC-C:J14-U11 2005-06-13-17.43.45.170431 R03-M1-NC-C:J14-U11 RAS KERNEL FATAL data storage interrupt,anomaly
KERNDTLB 1118540878 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-18.47.58.151995 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
- 1119291047 2005.06.20 R12-M0-N7-C:J12-U11 2005-06-20-11.10.47.195610 R12-M0-N7-C:J12-U11 RAS KERNEL INFO generating core.12761,normal
- 1120469624 2005.07.04 R27-M1-N6-C:J15-U01 2005-07-04-02.33.44.668198 R27-M1-N6-C:J15-U01 RAS KERNEL INFO generating core.4972,normal
KERNRTSP 1118773002 2005.06.14 R27-M0-ND-C:J10-U01 2005-06-14-11.16.42.944444 R27-M0-ND-C:J10-U01 RAS KERNEL FATAL rts panic! - stopping execution,anomaly
"- 1123915492 2005.08.12 R60-M1-N4-I:J18-U11 2005-08-12-23.44.52.952354 R60-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",normal
- 1122580937 2005.07.28 R30-M1-N8-C:J08-U01 2005-07-28-13.02.17.394099 R30-M1-N8-C:J08-U01 RAS KERNEL INFO generating core.15366,normal
- 1121707382 2005.07.18 R37-M1-N8-C:J17-U01 2005-07-18-10.23.02.639430 R37-M1-N8-C:J17-U01 RAS KERNEL INFO generating core.27940,normal
- 1120216594 2005.07.01 R21-M1-N4-C:J12-U01 2005-07-01-04.16.34.986564 R21-M1-N4-C:J12-U01 RAS KERNEL INFO generating core.5197,normal
APPUNAV 1124131982 2005.08.15 R40-M1-N8-I:J18-U01 2005-08-15-11.53.02.027560 R40-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error creating node map from file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map: Resource temporarily unavailable,anomaly
- 1118772513 2005.06.14 R27-M0-ND-C:J14-U01 2005-06-14-11.08.33.714120 R27-M0-ND-C:J14-U01 RAS KERNEL FATAL 16:00000800 17:00000001 18:00000000 19:00000000,normal
KERNDTLB 1118537245 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-17.47.25.050402 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,anomaly
"KERNTERM 1121124962 2005.07.11 R35-M0-N8-C:J16-U01 2005-07-11-16.36.02.800470 R35-M0-N8-C:J16-U01 RAS KERNEL FATAL rts: kernel terminated for reason 1004rts: bad message header: expecting type 53, type=20992, cpu=0, index=0, total=1",anomaly
